restaurant_key,business_name,aka_name,license_number,street_address,city,state,zip
8589938564,DUNKIN DONUTS / BASKIN ROBBINS,DUNKIN DONUTS / BASKIN ROBBINS,27496.0,233 N MICHIGAN AVE,CHICAGO,IL,60601
8589938565,THE LEARNING EXPERIENCE,THE LEARNING EXPERIENCE,2588911.0,310 S RACINE AVE,CHICAGO,IL,60607
8589938566,TAQUERIA EL HEREDERO II,TAQUERIA EL HEREDERO II,2917665.0,3619 W NORTH AVE,CHICAGO,IL,60647
8589938567,LINDO MICHOACAN,LINDO MICHOACAN RESTAURANT,2103019.0,4811 N KEDZIE AVE,CHICAGO,IL,60625
8589938568,TE'AMO VVIN LLC,TE'AMO BOBA BAR,2961612.0,613 DIVERSEY PKWY,CHICAGO,IL,60614
8589938569,MAXWELL STREET GRILL,MAXWELL STREET GRILL,1620442.0,7901 S SOUTH CHICAGO AVE,CHICAGO,IL,60617
8589938570,"LITTLE PEOPLE LEARNING, INC.","LITTLE PEOPLE LEARNING, INC.",2808565.0,1448 E 53RD ST,CHICAGO,IL,60615
8589938571,MIKE GROCERY AND TOBACCO,MIKE GROCERY AND TOBACCO,2948315.0,2125 N CENTRAL PARK AVE,CHICAGO,IL,60647
8589938572,PLUSH PUP,PLUSH PUP,1647850.0,5344 N CUMBERLAND AVE,CHICAGO,IL,60656
8589938573,7-ELEVEN #33606H,7-ELEVEN #33606H,2924282.0,567 W LAKE ST,CHICAGO,IL,60661
8589938574,DBA GARRETT POPCORN SHOPS,GARRETT POPCORN SHOPS,2125326.0,27 W JACKSON BLVD,CHICAGO,IL,60604
8589938575,L & G FAMILY RESTAURANT INC,L & G FAMILY RESTAURANT INC,60020.0,10401 S TORRENCE AVE,CHICAGO,IL,60617
8589938576,SYMPHONY OF CALIFORNIA GARDENS,SYMPHONY ENCORE,2872523.0,2829 S CALIFORNIA AVE,CHICAGO,IL,60608
8589938577,NEW ARCHVIEW RESTAURANT INC.,NEW ARCHVIEW RESTAURANT,1726.0,3480 S ARCHER AVE,CHICAGO,IL,60608
8589938578,CHITOWN SANDWICH CLUB,CHITOWN SANDWICH CLUB,2574541.0,2921 N CLARK ST,CHICAGO,IL,60657
8589938579,"CHINESE AMERICAN SERVICE LEAGUE, INC.","CHINESE AMERICAN SERVICE LEAGUE, INC.",1799595.0,2141 S TAN CT,CHICAGO,IL,60616
8589938580,LAWLORS BAR,LAWLORS BAR,2977951.0,3908 W 111TH ST,CHICAGO,IL,60655
8589938581,LA NONNA,LA NONNA,2496113.0,3400 N LAWNDALE AVE,CHICAGO,IL,60618
8589938582,TAI HO YEE FOOD CO,TAI HO YEE FOOD CO,1271753.0,2422 S WENTWORTH AVE,CHICAGO,IL,60616
8589938583,CENADURIA LOS DORADOS,CENADURIA LOS DORADOS,2713193.0,13514 S AVENUE O,CHICAGO,IL,60633
8589938584,CONGAS,CONGAS,1477297.0,7021 W HIGGINS AVE,CHICAGO,IL,60656
8589938585,KIDS PLANET ACADEMY INC,JUST LIKE HOME,2636726.0,1249-1251 W 63RD ST,CHICAGO,IL,60636
8589938586,MADDANTHONY'S BAR & GRILL/LACOCO'S PIZZA & PASTA,MADDANTHONY'S BAR & GRILL LACOCO'S PIZZA & PASTA,2283419.0,3344-3352 W 47TH ST,CHICAGO,IL,60632
8589938587,"LITTLE MUNCHKINS PRODUCE,INC",LITTLE MUNCHKINS PRODUCE,2222180.0,2022 W 51ST ST,CHICAGO,IL,60609
8589938588,CVS PHARMACY #6965,,,7203 SKILLMAN ST,DALLAS,TX,75231
8589938589,EAGLE OATES FOOD MART,,,2222 OATES DR,DALLAS,TX,75228
8589938590,HOME 2 SUITES BAYLOR,,,3301 GASTON AVE,DALLAS,TX,75246
8589938591,SCOTTISH RITE/CLINIC LEVEL & CRAYON CAFE,,,2222 WELBORN ST,DALLAS,TX,75219
8589938592,ELI FOOD MART,,,10190 FOREST LN #175,DALLAS,TX,75243
8589938593,TOP ROUND,,,4800 BRYAN ST,DALLAS,TX,75204
8589938594,LA CHANGA ELOTES & FRUTAS LLC,,,9763 WEBB CHAPEL RD #A,DALLAS,TX,75220
8589938595,FUSION MEDITERRANEAN GRILL & BAR,,,12835 PRESTON RD #220,DALLAS,TX,75230
8589938596,FIRE CHICK,,,6155 SAMUELL BLVD #200,DALLAS,TX,75228
8589938597,SHAKE SHACK,SHAKE SHACK,2328140.0,66 E OHIO ST,CHICAGO,IL,60611
8589938598,"SWEET PEA ACADEMY, INC.",SWEET PEA ACADEMY,2216192.0,1414 W 87TH ST,CHICAGO,IL,60620
8589938599,STARBUCKS COFFEE#63399,STARBUCKS COFFEE,2943464.0,5614 N HARLEM AVE,CHICAGO,IL,60631
8589938600,GINO'S NORTH PIZZERIA,GINO'S NORTH PIZZERIA,27508.0,1111 W GRANVILLE AVE,CHICAGO,IL,60660
8589938601,ANNUNCIATA SCHOOL,ANNUNCIATA SCHOOL,2046680.0,3750 E 112TH ST,CHICAGO,IL,60617
8589938602,QUICK BITE CARRY OUT,QUICK BITE CARRY OUT,20639.0,5155 N WESTERN AVE,CHICAGO,IL,60625
8589938603,TAURUS EXPRESS,TAURUS EXPRESS,2972192.0,6558 S WESTERN AVE,CHICAGO,IL,60636
8589938604,ELITE BOBA,ELITE BOBA,2877404.0,2002 S WENTWORTH AVE,CHICAGO,IL,60616
8589938605,59TH STREET FOOD MART,59TH STREET FOOD MART,2997771.0,33 E 59TH ST,CHICAGO,IL,60637
8589938606,HUDSON,HUDSON (T2 UNITED MAIN),2277363.0,11601 W TOUHY AVE,CHICAGO,IL,60666
8589938607,DOOBY,DOOBY,2930350.0,3124 N BROADWAY,CHICAGO,IL,60657
8589938608,SAI CAFE,SAI CAFE,18872.0,2010 N SHEFFIELD AVE,CHICAGO,IL,60614
8589938609,UMMO & THE LOFT,UMMO & THE LOFT,1470960.0,22 W HUBBARD ST,CHICAGO,IL,60654
8589938610,LOULOU,LOULOU,2966443.0,3057 W LOGAN BLVD,CHICAGO,IL,60647
8589938611,"BEIJING 88, INC","BEIJING 88, INC.",2069312.0,4640 S BISHOP,CHICAGO,IL,60609
8589938612,ST. SYMPHOROSA,ST. SYMPHOROSA,1981949.0,6125 S AUSTIN AVE,CHICAGO,IL,60638
8589938613,GORDITAS Y TACOS JULI,GORDITAS Y TACOS JULI,2938416.0,135 N KEDZIE AVE,CHICAGO,IL,60612
8589938614,DON MEMO MEXICAN RESTAURANT,DON MEMO MEXICAN RESTAURANT,2863378.0,10536 S TORRENCE AVE,CHICAGO,IL,60617
8589938615,METROPOLITAN FAMILY SERVICES,METROPOLITAN FAMILY SERVICES,2333024.0,5338 S Loomis (1400W),CHICAGO,IL,60609
8589938616,TAQUERIA Y CARNITAS DON VALDEZ,TAQUERIA Y CARNITAS DON VALDEZ,2943706.0,3119 W LAWRENCE AVE,CHICAGO,IL,60625
8589938617,RISING SUN JERK LLC,RISING SUN JERK,2944115.0,74 E 71ST ST,CHICAGO,IL,60619
8589938618,HUB'S GYROS II INC,HUB'S GYROS II,6503.0,5540 N LINCOLN AVE,CHICAGO,IL,60625
8589938619,LITTLE GENIUS COMMUNITY DAYCARE 11,LITTLE GENIUS COMMUNITY DAYCARE,2359451.0,1000 W 103RD ST,CHICAGO,IL,60643
8589938620,BEACON TLC HEALTH CENTER,BEACON TLC HEALTH CENTER,2939001.0,4538 N BEACON ST,CHICAGO,IL,60640
8589938621,GRAHAM BRANCH,GRAHAM BRANCH,70206.0,745 W 45th St (4500S),CHICAGO,IL,60609
8589938622,BOBY G,CHILL'S BAR AND GRILL,2157766.0,5637-5639 W GRAND AVE,CHICAGO,IL,60639
8589938623,LYFE KITCHEN,LYFE KITCHEN,2437332.0,831 N STATE ST,CHICAGO,IL,60610
8589938624,TAQUERIA SAN JUANITO,TAQUERIA SAN JUANITO,2068944.0,4714 N KEDZIE AVE,CHICAGO,IL,60625
8589938625,"LINEAGE LOGISTICS,  PFS, LLC","LINEAGE LOGISTICS,  PFS, LLC",2762846.0,4500 W ANN LURIE PL,CHICAGO,IL,60632
8589938626,NICK'S DRIVE INN,NICK'S DRIVE INN,15136.0,7216 N HARLEM AVE,CHICAGO,IL,60631
8589938627,LAKE SHORE SCHOOLS,LAKE SHORE SCHOOL,2262582.0,6759 N GREENVIEW AVE,CHICAGO,IL,60626
8589938628,CHILDREN'S -TOWER 111B,,,1935 MEDICAL DISTRICT DR,DALLAS,TX,75235
8589938629,WHATABURGER,,,5500 LEMMON AVE,DALLAS,TX,75209
8589938630,TAQUERIA TACONTODO,,,3850 W CLARENDON DR,DALLAS,TX,75211
8589938631,BEYOND THE BUTCHER,,,920 S HARWOOD ST #168,DALLAS,TX,75201
8589938632,TEI TEI ROBATA BAR,,,2906 N HENDERSON AVE,DALLAS,TX,75206
8589938633,LITTLE LAMB NO. 18,LITTLE LAMB NO. 18,2349885.0,2201 S WENTWORTH AVE,CHICAGO,IL,60616
8589938634,YOUNG'S RESTAURANT,YOUNG'S RESTAURANT,1356070.0,3949 N ASHLAND AVE,CHICAGO,IL,60613
8589938635,DAK,DAK,2177113.0,1104 W GRANVILLE AVE,CHICAGO,IL,60660
8589938636,ASSOC. HOUSE CHARTER SCHOOL,ASSOC. HOUSE CHARTER SCHOOL,70236.0,1116 N KEDZIE AVE,CHICAGO,IL,60651
8589938637,L & L CONVENIENCE STORE,,2390788.0,633 E 71ST ST,CHICAGO,IL,60619
8589938638,THE WOODLAWN TAP,THE WOODLAWN TAP,79075.0,1168-1172 E 55TH ST,CHICAGO,IL,60615
8589938639,AMERICANOS,AMERICANOS,2560505.0,11060 S WESTERN AVE,CHICAGO,IL,60643
8589938640,ENTERTAINING COMPANY,ENTERTAINING COMPANY,1647969.0,1640 W WALNUT ST,CHICAGO,IL,60612
8589938641,"4 YOLKS,INC",4 YOLKS,2307773.0,2659-2661 N HARLEM AVE,CHICAGO,IL,60707
8589938642,J.S. LIQUORS,J.S. LIQUORS,2129461.0,8058 S RACINE AVE,CHICAGO,IL,60620
8589938643,TAIPEI CAFE,TAIPEI CAFE,2477101.0,2609-2611 S HALSTED ST,CHICAGO,IL,60608
8589938644,JIMMY JOHNS,JIMMY JOHN'S,2595134.0,974 W 35TH PL,CHICAGO,IL,60609
8589938645,MANCHU WOK,MANCHU WOK (T1 C18 FOOD COURT),1909523.0,11601 W TOUHY AVE,CHICAGO,IL,60666
8589938646,DEMERA ETHIOPIAN RESTAURANT,DEMERA ETHIOPIAN RESTAURANT,1823586.0,4801 N BROADWAY,CHICAGO,IL,60640
8589938647,LA PARRILLA LATIN FOOD 2,LA PARRILLA,2698783.0,5938-5940 N BROADWAY,CHICAGO,IL,60660
8589938648,SIP & SAVOR COFFEE,SIP & SAVOR,3002330.0,528 E 43RD ST,CHICAGO,IL,60653
8589938649,LA PETITE PASTRY INC,LA PETITE PASTRY INC,26580.0,5610 W 63RD ST,CHICAGO,IL,60638
8589938650,CAVA,CAVA,2951631.0,1484 N MILWAUKEE AVE,CHICAGO,IL,60622
8589938651,"BEYOND DAYCARE CENTER, INC",BEYOND DAYCARE CENTER,2501418.0,6117-6119 W MONTROSE AVE,CHICAGO,IL,60634
8589938652,CORLISS (H/S),CORLISS (H/S),46391.0,821 E 103rd St (10300S),CHICAGO,IL,60628
8589938653,SIZZLING POT KING,SIZZLING POT KING,2578338.0,769 W JACKSON BLVD,CHICAGO,IL,60661
8589938654,BIG STAR II,BIG STAR II,2564800.0,3638-3640 N CLARK ST,CHICAGO,IL,60613
8589938655,LA NACIONAL,LA NACIONAL,2631932.0,2890 N MILWAUKEE AVE,CHICAGO,IL,60618
8589938656,RENAISSANCE CHICAGO O'HARE HOTEL,RENAISSANCE CHICAGO O'HARE HOTEL,2263086.0,8500 W BRYN MAWR AVE,CHICAGO,IL,60631
8589938657,"MADISON QUICK SHOP,INC.","MADISON QUICK SHOP,INC.",2766672.0,3824 W MADISON ST,CHICAGO,IL,60624
8589938658,"EL ORIGINAL CHAVAS TACOS, INC.","EL ORIGINAL CHAVAS TACOS, INC.",1964229.0,2333 W GRAND AVE,CHICAGO,IL,60612
8589938659,PLAMONDON ELEMENTARY,PLAMONDON ELEMENTARY,24981.0,2642 W 15th Place  (1532S),CHICAGO,IL,60608
8589938660,TERRACE #5042 GRILL ZONE 326,,,2500 VICTORY AVE TERR #5042,DALLAS,TX,75201
8589938661,MR.JIMS PIZZA  0018,,,8300 ELAM RD #100,DALLAS,TX,75217
8589938662,CHICAS BONITAS,,,11044 HARRY HINES BLVD,DALLAS,TX,75229
8589938663,NORTHLAKE ELEMENTARY,,,10059 RAVENSWAY DR,DALLAS,TX,75238
8589938664,WHATABURGER #543,,,3222 W CAMP WISDOM RD,DALLAS,TX,75237
8589938665,THE LOCAL TACO,,,300 N AKARD ST #110,DALLAS,TX,75201
8589938666,PALETERIA NEVERIA LA CHINA POBLANA,,,203 W JEFFERSON BLVD,DALLAS,TX,75208
8589938667,SAM'S GRILL & SEAFOOD,,,1607 REGAL ROW,DALLAS,TX,75247
8589938668,HACIENDAS KITCHEN LLC,,,921 W COMMERCE ST #142,DALLAS,TX,75208
8589938669,MO MO'S DINING,,,8989 FOREST LN #130,DALLAS,TX,75243
8589938670,HOUNDSTOOTH COFFEE,,,1802 MCMILLAN #B,DALLAS,TX,75206
8589938671,EL RANCHO SEAFOOD/ MEAT,,,14211 COIT RD,DALLAS,TX,75254
8589938672,PARKS COFFEE,,,5151 BELTLINE RD # 300,DALLAS,TX,75254
8589938673,OUR FOOD STORE,OUR FOOD STORE,2446992.0,3901 N KEDZIE AVE,CHICAGO,IL,60618
8589938674,LOU MALNATI'S PIZZERIA,LOU MALNATI'S PIZZERIA,2896269.0,3333 W FULLERTON AVE,CHICAGO,IL,60647
8589938675,MI PUEBLO TWO,MI PUEBLO TWO,2956524.0,2101 W Touhy AVE,CHICAGO,IL,60645
8589938676,A & M LLC,SILVER SPOON THAI RESTAURANT,2956138.0,710 N RUSH ST,CHICAGO,IL,60611
8589938677,L&L TODDLER CARE,L&L TODDLER CARE,2575476.0,2035 W DIVISION ST,CHICAGO,IL,60622
8589938678,91ST SOUTH CHICAGO APTS.,MAHALIA JACKSON,2046644.0,9177 S SOUTH CHICAGO AVE,CHICAGO,IL,60617
8589938679,JOHNSON COLLEGE PREP,JOHNSON COLLEGE PREP,2851493.0,6350 S Stewart (400W),CHICAGO,IL,60621
8589938680,MARVIN'S FOOD & FUEL / MORGAN'S ON FULTON,MARVIN'S FOOD & FUEL / MORGAN'S ON FULTON,2983062.0,948-954 W FULTON MARKET,CHICAGO,IL,60607
8589938681,PIZZA LOBO,PIZZA LOBO,2867791.0,5457 N CLARK ST,CHICAGO,IL,60640
8589938682,KITE STRING CANTINA,KITE STRING CANTINA,2977114.0,1851 W ADDISON ST,CHICAGO,IL,60613
8589938683,TAQUERIA EL TAPATIO,TAQUERIA EL TAPATIO,2083897.0,4238 W FULLERTON AVE,CHICAGO,IL,60639
8589938684,GIBSONS STEAK HOUSE,GIBSONS STEAK HOUSE,40668.0,1028 N RUSH ST,CHICAGO,IL,60611
8589938685,TACOS 606,TACOS 606,2896159.0,135 N KEDZIE AVE,CHICAGO,IL,60612
8589938686,2015 SEE THRU CHINESE KITCHEN,2015 SEE THRU CHINESE KITCHEN,2463164.0,609 E 79TH ST,CHICAGO,IL,60619
8589938687,REVEL  MOTOR ROW,REVEL MOTOR ROW,2477256.0,2400-2410 S MICHIGAN AVE,CHICAGO,IL,60616
8589938688,PAISANS PIZZERIA,PAISANS PIZZERIA,2934133.0,2150 N CICERO AVE,CHICAGO,IL,60639
8589938689,POTBELLY SANDWICH WORKS LLC,POTBELLY,68701.0,190 N STATE ST,CHICAGO,IL,60601
8589938690,ATTOCK SUBMARINE,ATTOCK SUBMARINE,2162440.0,3006 E 92ND ST,Chicago,IL,60617
8589938691,"HACIENDA MEMOS RESTAURANT, INC.","HACIENDA MEMOS RESTAURANT, INC.",2886962.0,6822 W NORTH AVE,CHICAGO,IL,60707
8589938692,BAR CARGO,BAR CARGO,2535322.0,605-607 N WELLS ST,CHICAGO,IL,60654
8589938693,W NAIL SPA & KIDS ISLAND,W NAIL SPA & KIDS ISLAND,2277572.0,1358 W WEBSTER AVE,CHICAGO,IL,60614
8589938694,OUI CHEF,OUI CHEF,2496350.0,2622 N HALSTED ST,CHICAGO,IL,60614
8589938695,EUROPEAN CLASSIC,EUROPEAN CLASSIC,1139389.0,5930 N ELSTON AVE,CHICAGO,IL,60646
8589938696,TEAM RAMIREZ NEVERIA INC.,TEAM RAMIREZ NEVERIA,2703941.0,2300 S KEDZIE AVE,CHICAGO,IL,60623
8589938697,REEF KITCHENS,REEF KITCHENS,2677729.0,135 N KEDZIE AVE,CHICAGO,IL,60612
8589938698,PRIME & PROVISIONS,PRIME & PROVISIONS,2780956.0,222 N LA SALLE ST,CHICAGO,IL,60601
8589938699,BURGUNDY RESTAURANT INC,BURGUNDY RESTAURANT,32111.0,5959 W IRVING PARK RD,CHICAGO,IL,60634
8589938700,TRIBECCA'S SANDWICH SHOP,TRIBECCA'S SANDWICH SHOP,2818217.0,2949 W BELMONT AVE,CHICAGO,IL,60618
8589938701,TAQUERIA LOS ALTOS DE JALISCO #3,,,7827 LAKE JUNE RD,DALLAS,TX,75217
8589938702,POKE,,,211 S AKARD ST #115,DALLAS,TX,75202
8589938703,MONARCH PAVILION REHABILITATION SUITES,,,6825 HARRY HINES BLVD,DALLAS,TX,75081
8589938704,CRISPY CHICKEN & RICE,,,2943 S BUCKNER BLVD #250,DALLAS,TX,75227
8589938705,LA UNICA RESTAURANTE Y PUPUSERIA,,,9607 BRUTON RD,DALLAS,TX,75217
8589938706,PIZZA HUT #034526,,,1916 SKILLMAN ST,DALLAS,TX,75206
8589938707,CAFE/NDEBELE,,,650 S RL THORNTON FRWY,DALLAS,TX,75203
8589938708,JOULE AMERICANO ON GROUND FLOOR,,,1530 MAIN ST,DALLAS,TX,75201
8589938709,EL RIO GRANDE SUPERMARKET PRODUCE,,,10325 LAKE JUNE RD #400,DALLAS,TX,75217
8589938710,WING MAC,,,18149 DALLAS PKWY #110,DALLAS,TX,75287
8589938711,LEARN TOGETHER GROW TOGETHER CHILD DEVELOPMENT CEN,LEARN TOGETHER GROW TOGETHER CHILD DEVELOPMENT C,2384887.0,1126 W 99TH ST,CHICAGO,IL,60643
8589938712,LOS PANCHO'S RESTAURANT,LOS PANCHO'S RESTAURANT,37209.0,4139 W 63RD ST,CHICAGO,IL,60629
8589938713,NOODLE CREATIONS,NOODLE CREATIONS,2766993.0,2312-2314 S ARCHER AVE,CHICAGO,IL,60616
8589938714,SNACK SHOP,SNACK SHOP,2834994.0,452 W PERSHING RD,CHICAGO,IL,60609
8589938715,WINESTYLES,WINESTYLES,2632296.0,6182 N NORTHWEST HWY,CHICAGO,IL,60631
8589938716,SOCIAL JUNKIE,SOCIAL JUNKIE,2551384.0,3848 N HARLEM AVE,CHICAGO,IL,60634
8589938717,MCDONALD'S,MCDONALD'S,2890684.0,70 E GARFIELD BLVD,CHICAGO,IL,60615
8589938718,EVERYTHING TACOS,EVERYTHING TACOS,2749427.0,819 S PULASKI RD,CHICAGO,IL,60624
8589938719,KEEPER'S KIDS,KEEPER'S KIDS,2307735.0,2718-2724 W 59TH ST,CHICAGO,IL,60629
8589938720,TAQUERIA MARAVATIO,TAQUERIA MARAVATIO,2867669.0,2618-2620 W 59TH ST,CHICAGO,IL,60629
8589938721,LEVY AT SOLDIER FIELD,LEVY AT SOLDIER FIELD,2966622.0,1410 S MUSEUM CAMPUS DR,CHICAGO,IL,60605
8589938722,MCDONALD'S,MCDONALD'S,2890689.0,6336 S ASHLAND AVE,CHICAGO,IL,60636
8589938723,DOLLAR TREE,DOLLAR TREE,2032947.0,4800 W FULLERTON AVE,CHICAGO,IL,60639
8589938724,AURA,AURA,2917539.0,5701 N LAKE SHORE DR,CHICAGO,IL,60660
8589938725,QUICK FOOD MART,QUICK FOOD MART,2868496.0,3424 W OHIO ST,CHICAGO,IL,60624
8589938726,STELLA'S DINER,STELLA'S DINER,2809079.0,3042 N BROADWAY,CHICAGO,IL,60657
8589938727,ST JOHN DE LASALLE,ST JOHN DE LASALLE,1981721.0,10212 S VERNON AVE,CHICAGO,IL,60628
8589938728,"ARCHER FUEL & MINI MART, INC.",BP,2749126.0,3269-3287 S ARCHER AVE,CHICAGO,IL,60608
8589938729,LM CATERING,LM CATERING,2458452.0,1932 W LAKE ST,CHICAGO,IL,60612
8589938730,EAT CLEAN CHICAGO,EAT CLEAN CHICAGO,2616647.0,4930 S CICERO AVE,CHICAGO,IL,60638
8589938731,"SOUTH SHORE MINI MART, INC",BP,2551778.0,7603-7643 S SOUTH CHICAGO AVE,CHICAGO,IL,60619
8589938732,THE BEAN CAFFE',THE BEAN CAFFE',59444.0,2320 N KENMORE AVE,CHICAGO,IL,60614
8589938733,BIRDIE ALEXANDER ELEMENTARY,,,1830 GOLDWOOD DR,DALLAS,TX,75232
8589938734,TRINITY BASIN PREPARATORY GYM,,,2524 W LEDBETTER DR,DALLAS,TX,75237
8589938735,D G BURNETT ELEM CAFETERIA - AREA E,,,3200 KINKAID DR #C,DALLAS,TX,75220
8589938736,CASA VIEW ELEMENTARY,,,2100 FAROLA DR,DALLAS,TX,75228
8589938737,TEXAS NUTRITION,,,13440 T I #4A,DALLAS,TX,75243
8589938738,NEW CHOICES LEADERSHIP,,,18106 MARSH LN,DALLAS,TX,75280
8589938739,COPPELL MS CAFETERIA,,,2701 RANCH TRL,DALLAS,TX,75019
8589938740,ESPUMOSO,,,3417 GASTON AVE #130,DALLAS,TX,75246
8589938741,ODELAY,,,5600 W LOVERS LN #109,DALLAS,TX,75209
8589938742,ALDI,,,2440 W ILLINOIS AVE,DALLAS,TX,75233
8589938743,STEAK & TOSTADA,STEAK & TOSTADA,2791296.0,2246 W ARMITAGE AVE,CHICAGO,IL,60647
8589938744,BARTOLOME DE LAS CASAS CHARTER SCHOOL,BARTOLOME DE LAS CASAS CHARTER SCHOOL,3708811.0,1641 W 16TH ST,CHICAGO,IL,60608
8589938745,CHIPOTLE MEXICAN GRILL #3367,CHIPOTLE MEXICAN GRILL #3367,2670639.0,725 S SEELEY AVE,CHICAGO,IL,60612
8589938746,SAVE-A-LOT #860,SAVE-A-LOT #860,1196076.0,4439 W 63RD ST,CHICAGO,IL,60629
8589938747,MISSION CONTROL,MISSION CONTROL ARCADE,2803137.0,1408 W MORSE AVE,CHICAGO,IL,60626
8589938748,7-ELEVEN,7-ELEVEN,1356820.0,4500 W 63RD ST,CHICAGO,IL,60629
8589938749,TAQUERIA LOS COMALES #11,TAQUERIA LOS COMALES #11,2020893.0,2148 N MILWAUKEE AVE,CHICAGO,IL,60647
8589938750,TAQUERIA SIGLO XX,TAQUERIA SIGLO XX,2694458.0,3626 1/2 W LAWRENCE,CHICAGO,IL,60625
8589938751,NORTH ELSTON KINDERCARE,NORTH ELSTON KINDERCARE,2215682.0,3855 N ELSTON AVE,CHICAGO,IL,60618
8589938752,MR QUILES MEXICAN FOOD #4,MR QUILES MEXICAN FOOD #4,2428508.0,2300 S THROOP ST,CHICAGO,IL,60608
8589938753,LA CASA DEL PUEBLO,LA CASA DEL PUEBLO TAQUERIA,2574611.0,1834 S BLUE ISLAND AVE,CHICAGO,IL,60608
8589938754,PAPRIKA INDIAN RESTAURANT,PAPRIKA INDIAN RESTAURANT,1980844.0,2547 W Lawrence AVE,CHICAGO,IL,60625
8589938755,RUIN'S DAILY,RUIN DAILY,2906588.0,328 S JEFFERSON ST,CHICAGO,IL,60661
8589938756,MCDONALDS,MCDONALDS,1093571.0,3615 W IRVING PARK RD,CHICAGO,IL,60618
8589938757,ROG  MOBIL,MOBIL,1474121.0,7550 N SHERIDAN RD,CHICAGO,IL,60626
8589938758,LA FIESTA,LA FIESTA,2856707.0,4248 S ARCHER AVE,CHICAGO,IL,60632
8589938759,A PIECE OF CAKE BAKERY INC,A PIECE OF CAKE BAKERY INC.,2496729.0,416 E 87TH ST,CHICAGO,IL,60619
8589938760,MUSE SPIRITS,MUSE SPIRITS,2664549.0,3169 N BROADWAY,CHICAGO,IL,60657
8589938761,NIA,NIA,1847912.0,803 W RANDOLPH ST,CHICAGO,IL,60607
8589938762,RUSSIAN TEA TIME,RUSSIAN TEA TIME,32843.0,77 E ADAMS ST,CHICAGO,IL,60603
8589938763,YARDBIRD SOUTHERN TABLE & BAR,,,2121 N PEARL ST #170,DALLAS,TX,75201
8589938764,JERSEY MIKE'S SUBS WRIGLEYVILLE,JERSEY MIKE'S,2977851.0,3913 N SHERIDAN RD,CHICAGO,IL,60613
8589938765,JERK PALACE HUB,JERK PALACE HUB,2637259.0,8554 S STONY ISLAND AVE,CHICAGO,IL,60617
8589938766,IRON CAFE,IRON CAFE,2966094.0,3700 S IRON ST,CHICAGO,IL,60609
8589938767,SAWYER (MAIN),SAWYER,2040692.0,5248 S SAWYER AVE,CHICAGO,IL,60632
8589938768,EXPRESS DOLLAR,EXPRESS DOLLAR,2943531.0,7029 N CLARK ST,CHICAGO,IL,60626
8589938769,ONWARD NEIGHBORHOOD HOUSE,ONWARD NEIGHBORHOOD HOUSE,2215502.0,5423-31 W DIVERSEY AVE,CHICAGO,IL,60639
8589938770,TAQUERIA & PUPUSERIA,TAQUERIA & PUPUSERIA,2641216.0,2532 W 47TH ST,CHICAGO,IL,60632
8589938771,PENELOPE'S VEGAN TAQUERIA #3,PENELOPE'S VEGAN TAQUERIA #3,3001846.0,1165 W 18TH ST,CHICAGO,IL,60608
8589938772,NATY'S PIZZA,NATY'S PIZZA,1167763.0,5129 S KEDZIE AVE,CHICAGO,IL,60632
8589938773,DOMINO'S,DOMINO'S,2464567.0,2331 W MADISON ST,CHICAGO,IL,60612
8589938774,CAPTAIN HOOKS & FIRE HOUSE,CAPTAIN HOOKS & FIRE HOUSE,2924869.0,1215 S ASHLAND AVE,CHICAGO,IL,60608
8589938775,"DIAGEO AMERICAS SUPPLY, INC.",GUINNESS,2912542.0,901 W KINZIE ST,CHICAGO,IL,60607
8589938776,BRIDGEPORT ART CENTER,BRIDGEPORT ART CENTER,2901198.0,1200 W 35TH ST,CHICAGO,IL,60609
8589938777,LASALLE HOTEL CHICAGO,"IHRTRST CONCESSIONS, LLC",2808956.0,208 S LA SALLE ST,CHICAGO,IL,60604
8589938778,MAY SWEETS,MAY SWEETS,2856387.0,8118 S PEORIA ST,CHICAGO,IL,60620
8589938779,DEL TORO,DEL TORO,2608053.0,2133-2139 S HALSTED ST,CHICAGO,IL,60608
8589938780,SUBWAY 6010,SUBWAY,1799190.0,8145 S PULASKI RD,CHICAGO,IL,60652
8589938781,OSTIONERIA RESTAURANT EL EL TECOLOTE,OSTIONERIA RESTAURANT EL EL TECOLOTE,22952.0,3519 W 26TH ST,CHICAGO,IL,60623
8589938782,X-GOLF SOUTHLOOP,X-GOLF SOUTHLOOP,2971404.0,1117 S CLINTON ST,CHICAGO,IL,60607
8589938783,UCMC-CATERING,UCMC-CATERING,2631140.0,5841 S MARYLAND AVE,CHICAGO,IL,60637
8589938784,ASHBURN ELEMENTARY,ASHBURN ELEMENTARY,32081.0,8300 S St. Louis AVE,CHICAGO,IL,60652
8589938785,GALE STREET INN,GALE STREET INN,39301.0,4914 N MILWAUKEE AVE,CHICAGO,IL,60630
8589938786,BENNY'S GRILL,BENNY'S GRILL,2600635.0,1005 W ARGYLE ST,CHICAGO,IL,60640
8589938787,REAL GOOD JUICE CO,REAL GOOD JUICE CO,2492018.0,2031 W FULTON ST,CHICAGO,IL,60612
8589938788,VITIELLO'S WINE BEER & SPIRITS INC.,VITIELLO'S WINE BEER & SPIRITS,2957000.0,8237 W IRVING PARK RD,CHICAGO,IL,60634
